,X,X_id,date_publish,language,source_domain,url,month,year,language_translated,maintext_translated,title_translated,country,sarah_russia_related,sarah_russia_sentiment,sarah_topic,donald_russia_related,donald_sentiment_recoding,donald_topic,agree_russia,agree_sentiment,agree_topic,GPT_Russian_Involvement,GPT_Sentiment,GPT_Topic,GPT_Agreement_Russian_Involvement,GPT_Agreement_Sentiment,GPT_Agreement_Topic,GPT_Russian_Involvement,GPT_Sentiment,GPT_Topic,GPT_Agree_R,GPT_Agree_S,GPT_Agree_T
83,1935,6409ab05f6e5f70b7ddcaff6,6/9/2022 14:40,ro,publika.md,https://www.publika.md/merkel-acuzata-de-ucraina-ca-ar-fi-favorizat-dependenta-europeana-de-gaze-naturale-rusesti_3126054.html,6,2022,en,"The German Chancellor Angela Merkel spoke for the first time in public about Russia's declared war in Ukraine. She believes that the munition signed in 2015 was the right way and that she knew Putin wanted to destroy the EU, but that she won't ask for it.","Merkel, accused by Ukraine of favouring the European dependence on Russian natural gas",Moldova,yes,-1,political,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,FALSE,no,0,political,FALSE,FALSE,FALSE
84,3726,63e626549e33bcc0ca849795,3/24/2022 19:21,ru,zerkalo.az,https://zerkalo.az/266555-2/,3,2022,en,"After going down to $400 a ton in mid-March, the wheat quotations went up, the last of March was $419. This reflects a similar oil dynamic that went up to Europe's announcement of a plan to phase out Russian energy. But if the oil increase benefits our country, which is exporting black gold to world markets, that's not the case for raising cereals.",World wheat prices have rebounded,Azerbaijan,no,0,economic,no,0,economic,TRUE,TRUE,TRUE,yes,0,economic,FALSE,TRUE,TRUE,no,0,economic,FALSE,TRUE,TRUE
85,854,6155222c1a0915fcf75bcf7e,9/20/2021 0:00,ru,pravda.com.ua,https://www.pravda.com.ua/rus/news/2021/09/10/7306739/,9,2021,en,"The State Bureau of Investigation claims to have exposed the large-scale smuggling of Russian fuel through ports in Odessa province.Source: GBR Deli: According to operational data, Russian fuel was imported into Ukraine, indicating another country of origin, and was undervalued. The organizers used cargo ships under the Ukrainian flag, which conducted commercial flights to foreign ports.",Russian fuel - GBR - was imported into Ukraine through ports in Odessa province.,Ukraine,yes,-1,economic,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE
86,2169,624c857281f812ec8e90a993,3/1/2022 13:31,ru,nashaniva.by,https://nashaniva.com/?c=ar&i=285593&lang=ru,3,2022,en,"The defence of Russia against the military threat from the West is the main task of ""special operation in Ukraine"", stated Russian Defence Minister Sergei Shoiggu. ""The group of armed forces of the Russian Federation will continue to carry out a special military operation until the objectives are achieved,"" said Shoig. ""The main task for us is to protect the Russian Federation from the military threat posed by Western countries that are trying to use the Ukrainian people in the fight against our country."" He accused",Shoigu: The Russian army will continue its special operations in Ukraine until the objectives are achieved,Belarus,yes,1,military,yes,1,military,TRUE,TRUE,TRUE,yes,0,military,TRUE,FALSE,TRUE,yes,-1,military,TRUE,FALSE,TRUE
87,1971,629bf617f1f8607628786a26,12/9/2021,hy,1in.am,https://www.1in.am/3040672.html,12,2021,en,"President Vladimir Putin of Russia's Dashna to the east of NATO, including Ukraine, is a very sensitive issue from the RD safety point of view.",Putin's spread of NATO is a very sensitive question for Russia.,Armenia,yes,1,political,yes,1,political,TRUE,TRUE,TRUE,yes,0,political,TRUE,FALSE,TRUE,yes,0,political,TRUE,TRUE,TRUE
88,1712,6284143ad8c6f4df886697fc,3/15/2022 11:31,tr,sozcu.com.tr,https://www.sozcu.com.tr/2022/dunya/ukraynada-yakalan-rus-askerleri-aglayarak-anlatti-korkunc-bir-hata-yaptik-7011831/,3,2022,en,"The Russian soldiers who were captured in Ukraine cried out: We made a terrible mistake. On the 20th day of Russia's invasion of Ukraine, images of Russian soldiers captured by Ukraine were released. The soldiers who spoke to Ukraine's Interfax news agency cried out to the Ukrainian people. The captured soldiers also raised new allegations about Putin. Grow the articles.",Russian soldiers caught in Ukraine cried out: We made a terrible mistake,Turkey,yes,-1,military,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE
89,1100,62957485dbbe6f20571664cf,11/12/2021,hy,168.am,https://168.am/2021/11/12/1606494.html,11,2021,en,"During the one year of operation at Mount Larabal, Russian military police stations have provided more than 8,000 vehicles for more than 200 cars.","During their one year of operation, Russian peacekeepers have secured more than 8,000 safe routes to the mountain range.",Armenia,yes,1,military,yes,1,military,TRUE,TRUE,TRUE,yes,0,military,TRUE,FALSE,TRUE,yes,0,military,TRUE,TRUE,TRUE
90,7091,651248c6582564317fd0dacf,4/13/2022 11:37,sq,botasot.info,https://www.botasot.info/evrope-bota/1794810/po-behet-e-pamundur-gjetja-e-ushqimit-dhe-ujit-ne-mariupol/,4,2022,en,"""The city is under total siege, and the grenades and bombings never stop,"" Ukrainian MP Dumtro Stone said of the BBC Radio 4's programme this morning, describing the situation in the southeastern town of Marioupol, broadcasts the World today.The stone believes more than 100,000 civilians have remained in the important strategic port, which has been under fire since the beginning of the Russian occupation.",It's becoming impossible to find food and water in Marioupol,Kosovo,yes,-1,military,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE
91,2253,632c0d34f0f033903a3232b2,3/9/2022 10:34,hu,168.hu,https://168.hu/kulfold/nagy-visszaeses-varhato-az-orosz-olajtermelesben-228834,3,2022,en,"The sanctions will last, but the reservoirs will not last long. Russia's oil production will be significantly reduced in the coming months due to the sanctions imposed, the U.S. Government's Energy Information Office (EIA) believes..... The office estimates that Russia produced 11,3 million barrels of oil per day in February, but the restrictions introduced will reduce the volume by 250,000 barrels in March and 500,000 barrels in April.","Everyone will feel that, Russian oil production can fall sharply",Hungary,yes,0,economic,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE
92,3146,629c2d36f1f860762878ac62,3/3/2022,hy,1in.am,https://www.1in.am/3076697.html,3,2022,en,"The Great Britain has played an important role in bringing together the perpetrators of the attack on the Hague International Tribunal, says the United Kingdom's presidential decree on foreign affairs.",Russian leaders and generals are threatened by the Hague tribunal.,Armenia,yes,-1,political,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE
93,4886,62b0fa4a13a27197c92e4122,4/19/2022 9:08,sr,danas.rs,https://www.danas.rs/vesti/politika/nakon-izbora-povecan-pritisak-na-beograd-moskva-nezadovoljna-srbijom/,4,2022,en,"After the presidential and parliamentary elections in Serbia, the pressure on Belgrade to join the sanctions against Russia suddenly increased, and for the first time during the Ukrainian crisis, Moscow also showed dissatisfaction, the Moscow daily Kommersant writes today. Both the West and Russia are dissatisfied, the paper estimates that Serbian President Aleksandar Vucic, who found himself in the middle of diplomatic fire between the two sides, will take steps towards the West, but that he will hardly turn away from Russia. considers Serbia a key partner","Kommersant: Vucic is sitting on two chairs, Moscow is dissatisfied with Serbia",Serbia,yes,0,political,yes,0,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,FALSE,TRUE,yes,0,political,TRUE,FALSE,TRUE
94,6007,62b0f6f913a27197c92e3a74,5/9/2022 17:24,sr,danas.rs,https://www.danas.rs/vesti/drustvo/ap-srbi-organizuju-proruske-marseve-u-sklopu-obelezavanja-dana-pobede/,5,2022,en,"Pro-Russian sentiment and support for the Russian invasion of Ukraine remain high in Serbia and Republika Srpska, whose populist leaders nurture close relations with Russian President Vladimir Putin, the Associated Press reported in a report on today's \""Immortal Regiment.\"" pro-Russian marches organized today in Serbia and Republika Srpska, Moscow's traditional allies in the Balkans, as part of the celebration of Victory Day over fascism in World War II. Minister without Portfolio in the Serbian Government Nenad Popovic and Russian Ambassador to Belgrade Aleksandar Bocan-Ha",AP: Serbs are organizing pro-Russian marches as part of the Victory Day celebrations,Serbia,yes,1,political,yes,1,political,TRUE,TRUE,TRUE,yes,1,culture,TRUE,TRUE,FALSE,yes,1,culture,TRUE,TRUE,TRUE
95,201,621bd0f2724cae9deabbb654,1/24/2022 4:25,en,kyivindependent.com,https://kyivindependent.com/opinion/bohdan-vitvitsky-disarming-putins-history-weapon/,1,2022,en,"Russian T-72 tanks maneuver during a combined arms exercises in Voronezh Oblast (Russia’s Ministry of Defense)
Editor’s Note: This op-ed was published by Atlantic Council. It is republished here with permission.
Ever since 2014, Russian President Vladimir Putin has weaponized history as part of his hybrid war against Ukraine. On numerous occasions, most infamously in his July 2021 essay “On the Historical Unity of Russians and Ukrainians,” Putin has used highly selective interpretations of the past to undermine Ukrainian national identity and legitimize his own expansionist imperial ambitions.
Putin’s distortions have been widely ridiculed and rejected inside Ukraine itself. However, aspects of the Russian ruler’s narrative remain largely uncontested in the international arena, with damaging consequences for outside understanding of the current conflict. If the international community wishes to truly appreciate the issues at stake in the confrontation between Russia and Ukraine, it must first cut through the layers of historical disinformation constructed by the Kremlin.
Putin’s central message is the idea that Ukraine has always been part of Russia and must remain so. He routinely refers to Russians and Ukrainians as “one people” and frequently blames outside influences for manufacturing what he regards as an artificial divide between the two modern nations.
In reality, while today’s Russia and Ukraine do indeed share long periods of common history, they have spent considerably more time apart than together. Ukraine’s experience of Russian rule is also much darker than Putin cares to admit and makes a mockery of his attempts to sanitize the imperial past. Far from being fraternal nations, many Ukrainians see their historical relationship with Russia as being more akin to that of an abused spouse in a forced marriage.
No honest reading of Russian-Ukrainian relations would characterize bilateral ties as a partnership of equals. Instead, the relationship was defined for centuries by Russian efforts to exert ever greater control over Ukraine while suppressing Ukrainian nation-building efforts.
Early incidents of note include the 1709 Sack of Baturyn, which saw Russian troops slaughter the entire population of the Ukrainian Cossack capital city in an atrocity that echoed across Europe. As Russian imperial control over Ukraine strengthened during the eighteenth and nineteenth centuries, so did efforts to prevent the evolution of Ukrainian national identity.
This process included extensive restrictions on the use of the Ukrainian language. No single document captures the Russian denial of Ukrainian identity quite as succinctly as the 1863 “Valuev Circular.” This czarist decree banning Ukrainian-language publications states matter-of-factly, “a separate Ukrainian (“Little Russian”) language has never existed, does not exist, and shall not exist.”
Russia’s anti-Ukrainian agenda expanded dramatically in the twentieth century with catastrophic consequences.
Potential national leaders were frequently targeted. During World War I, the advance of Russian imperial troops into what is today’s western Ukraine led to the arrest and imprisonment of Andrey Sheptytsky, the Metropolitan Archbishop of the Ukrainian Greek Catholic Church and a prominent personality within the Ukrainian community.
In the chaotic period following the 1917 Russian Revolution, Bolshevik armies repeatedly invaded Ukraine and ultimately crushed the country’s first major statehood bid. Ukraine’s attempts to establish an independent state were equally opposed by the anti-Bolshevik White Russian Army. Indeed, opposition to Ukrainian independence was one of the few things upon which the two sides could actually agree.
The next chapter in the Kremlin war on Ukrainian statehood was to prove by far the bloodiest. During the late 1920s and early 1930s, Soviet dictator Josef Stalin unleashed a wave of coordinated terror against the Ukrainian intelligentsia and the Ukrainian peasantry in a bid to eradicate the threat to Soviet power posed by Ukraine’s statehood aspirations.
Countless Ukrainian writers, scientists, clergy and school teachers were arrested and executed or sent to the Gulag on trumped up charges of “bourgeois nationalism.” Meanwhile, a deliberately engineered artificial famine devastated the Ukrainian countryside, leaving an estimated four million dead. This Stalinist campaign would later be held up as a classic example of genocide by Raphael Lemkin, the man who coined the term and initiated the Genocide Convention.
Policies of russification remained the norm in Soviet Ukraine right up until the final years of the USSR. They are now being revived in regions of Ukraine currently under Russian occupation as the Kremlin seeks to reassert its authority by eradicating traces of Ukrainian identity.
Since 2014, Ukrainian language education has been removed from the curriculum in Russian-occupied Crimea and eastern Ukraine. Other symbols of Ukrainian identity such as the Orthodox Church of Ukraine have also been relentlessly targeted by the occupation authorities. Russia’s actions expose the grim reality behind Putin’s protestations of brotherly love.
This long record of atrocity and oppression rarely features in international media coverage of the current conflict between Russia and Ukraine. Instead, correspondents are more likely to make casual references to a shared past without seeking to clarify the troubling character of this historical relationship.
Encouraged by the apparently endless credulity of the international community, the Kremlin has taken its distortions to new extremes. In recent months, Russia has surrounded Ukraine from the north, east, and south with a formidable invasion force, while at the same time insisting it is Ukraine that poses a security threat to Russia. The sheer audacity of Moscow’s claims would be enough to make Orwell chuckle.
Russia’s recent demands for “security guarantees” are self-evidently absurd and should be treated as such by the international community. Likewise, Vladimir Putin’s attempts to portray Ukraine’s long and traumatic experience of Russian domination as a benign brotherhood should no longer be allowed to pass unchallenged. For too long, history has been one the Kremlin’s favorite weapons. The time has come to disarm it.",Bohdan Vitvitsky: Disarming Putin’s history weapon,Ukraine,yes,-1,political,yes,-1,political,TRUE,TRUE,TRUE,yes,0,military,TRUE,FALSE,FALSE,yes,-1,military,TRUE,FALSE,TRUE
96,397,615f80178e06d1c56e68b1fb,8/31/2021 18:59,ru,pravda.com.ua,https://www.pravda.com.ua/rus/news/2021/08/31/7305629/,8,2021,en,"Since the beginning of this period, four violations of the ceasefire have been recorded on Donbas by Russian Federation militias.",The Donbas fighters shot near New York.,Ukraine,yes,-1,military,yes,-1,military,TRUE,TRUE,TRUE,yes,0,military,TRUE,FALSE,TRUE,yes,-1,military,TRUE,FALSE,TRUE
97,4162,63e18a9b8eb83542d4ecfb22,4/20/2022,en,azeritimes.com,https://azeritimes.com/2022/04/20/kyrgyzstan-and-russia-agreed-to-develop-cooperation-in-healthcare/,4,2022,en,"By Trend
Moscow hosted the twenty-third meeting of the Intergovernmental Kyrgyz-Russian Commission on Trade, Economic, Scientific, Technical and Humanitarian Cooperation on April 14, Trend reports citing Kabar.
According to the press service of the Ministry of Health of the Kyrgyz Republic, the meeting was chaired by First Deputy Chairman of the Cabinet of Ministers Arzybek Kozhoshev and Deputy Prime Minister of the Russian Federation Alexei Overchuk with the participation of representatives of interested ministries and departments.
The sides noted the positive dynamics in the development of cooperation between Kyrgyzstan and Russia in the field of healthcare. The importance of the ongoing work on the mutual recognition of vaccination certificates against a new coronavirus infection was especially emphasized.
During the meeting, joint consultations of specialists from the compulsory medical insurance funds of both countries were discussed on the issue of organizing medical care for non-working family members of migrant workers at the expense of compulsory medical insurance, as well as vaccination. Consultations are planned to be held in the first half of 2022.
The sides also exchanged views on the creation of a BSL3 biological laboratory in the Kyrgyz Republic. It should be noted that the Kyrgyz Republic opposed the implementation of this project.
Following the meeting, the Ministry of Health of the Kyrgyz Republic and the Ministry of Health of the Russian Federation agreed to continue developing cooperation in the field of healthcare, including by expanding direct ties between medical, scientific and educational organizations.
The sides also decided to continue to build up cooperation on issues of joint research, prevention and response to infectious diseases within the framework of Russian initiatives to promote international development.
—
Follow us on Twitter @AzerNewsAz
Original Article",Kyrgyzstan and Russia agreed to develop cooperation in healthcare,Azerbaijan,yes,1,political,yes,1,economic,TRUE,TRUE,FALSE,yes,0,other,TRUE,FALSE,FALSE,yes,1,economic,TRUE,FALSE,FALSE
98,3798,630700f8ba9d8b3abc64f44f,6/11/2022 9:50,ru,nashaniva.by,https://nashaniva.com/ru/293329,6,2022,en,"The Russian Federation and Belarus will extend the agreement on the transport and trans-shipment of petroleum products at Russian ports to all Russian seaports, which the Russian Government decided on 9 June 2022, published on the official Internet legal information portal of the Russian Federation.",Russia will allow the export of Belarusian petroleum products through all ports,Belarus,yes,1,economic,yes,1,economic,TRUE,TRUE,TRUE,yes,0,economic,TRUE,FALSE,TRUE,yes,0,economic,TRUE,TRUE,TRUE
99,1409,62a24b3ac255247c4560c9bf,2/22/2022 10:35,tr,sabah.com.tr,https://www.sabah.com.tr/gundem/2022/02/22/mhp-lideri-devlet-bahceli-grup-toplantisinda-aciklamalarda-bulunuyor,2,2022,en,"It may be a lack of democracy, but it is a lack of reason to claim to be disabled. In our policy, it is essential that we do not speak in front of any international meeting, institution, conference or government official, judgmental, corrosive, and inquisitive. In this context, the non-compromising attitude is our political principle. The national stance requires manliness, wants integrity, needs integrity, needs moralism, needs conscience, needs",Ukrainian-Russian statement from HHP Leader State Gardener! Ukraine's political territorial integrity must be respected,Turkey,no,0,political,no,0,political,TRUE,TRUE,TRUE,yes,0,political,FALSE,TRUE,TRUE,yes,0,political,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,negative,32,,,,,,34,,,,,,,,,,
,,,,,,,,,,,,,,,,neutral,46,,,,,,61,,,,,,,,,,
,,,,,,,,,,,,,,,,positive,22,,,,,,5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,economic,19,,,,,,16,,,,,,,,,
,,,,,,,,,,,,,,,,,military,27,,,,,,25,,,,,,,,,
,,,,,,,,,,,,,,,,,political,41,,,,,,42,,,,,,,,,
,,,,,,,,,,,,,,,,,culture,5,,,,,,7,,,,,,,,,
,,,,,,,,,,,,,,,,,other,8,,,,,,10,,,,,,,,,
